"","stopid","agency","purpose","race","gender","searchoccur","year","officerid","age","month","day","InFigure3","Berry"
"99064",10556381,"Raleigh Police Department","Other Vehicle","White","Male",1,2009,19775679,33,9,11,TRUE,11.5
"99065",10556385,"Raleigh Police Department","Other Vehicle","White","Male",1,2009,19773343,48,9,1,FALSE,7.7
"99066",10556386,"Raleigh Police Department","Investigation","Black","Male",1,2009,1982,43,9,1,TRUE,14.3
"99067",10556389,"Raleigh Police Department","Other Vehicle","Black","Male",1,2009,19830600,25,9,2,TRUE,23
"99068",10556390,"Raleigh Police Department","Investigation","White","Female",1,2009,19735279,19,9,4,TRUE,0.8
"99069",10556393,"Raleigh Police Department","Investigation","Black","Male",1,2009,19846954,23,9,5,TRUE,11.9
"99070",10556395,"Raleigh Police Department","Investigation","White","Male",1,2009,19843686,32,9,5,TRUE,20.4
"99071",10556398,"Raleigh Police Department","Investigation","Black","Female",1,2009,19846954,24,9,7,TRUE,23
"99072",10556400,"Raleigh Police Department","Other Vehicle","Black","Male",1,2009,19830600,34,9,8,TRUE,24.5
"99073",10556404,"Raleigh Police Department","Investigation","Black","Female",1,2009,19834458,30,9,9,FALSE,13.6
"100738",10702429,"Raleigh Police Department","Seat Belt","Black","Male",1,2009,1982,22,10,16,TRUE,21.3
"100739",10702430,"Raleigh Police Department","Seat Belt","Black","Male",1,2009,1982,20,10,8,TRUE,5.5
"100740",10702434,"Raleigh Police Department","Investigation","White","Male",1,2009,19874584,60,10,26,TRUE,15.3
"100741",10702436,"Raleigh Police Department","Investigation","White","Female",1,2009,19846954,23,10,24,TRUE,3.5
"100742",10702439,"Raleigh Police Department","Investigation","Black","Male",1,2009,19846954,25,10,21,TRUE,20
"100743",10702440,"Raleigh Police Department","Investigation","Black","Male",1,2009,1982,24,10,21,TRUE,12.1
"100744",10702443,"Raleigh Police Department","Investigation","Black","Male",1,2009,19735279,39,10,15,TRUE,24.4
"100745",10702444,"Raleigh Police Department","Investigation","Black","Male",1,2009,19846954,24,10,13,TRUE,21
"100746",10702445,"Raleigh Police Department","Investigation","Black","Female",1,2009,19846954,25,10,9,TRUE,12.7
"100747",10702446,"Raleigh Police Department","Investigation","Black","Male",1,2009,19846954,32,10,7,TRUE,16.9
"100748",10702448,"Raleigh Police Department","Investigation","Black","Female",1,2009,19721506,39,10,2,TRUE,1.8
"100749",10702450,"Raleigh Police Department","Other Vehicle","Black","Male",1,2009,19869336,26,10,26,TRUE,24.8
"100750",10702451,"Raleigh Police Department","Other Vehicle","Black","Male",1,2009,19735279,30,10,24,TRUE,14.1
"100751",10702453,"Raleigh Police Department","Other Vehicle","Black","Male",1,2009,19735279,41,10,22,TRUE,24.2
"100752",10702455,"Raleigh Police Department","Other Vehicle","Black","Male",1,2009,19846954,33,10,17,TRUE,18.5
"100753",10702468,"Raleigh Police Department","Safe Movement","Black","Male",1,2009,19874584,30,10,30,TRUE,12.1
"100754",10702474,"Raleigh Police Department","Driving Impaired","White","Male",1,2009,19778104,28,10,31,TRUE,15
"100755",10702482,"Raleigh Police Department","Vehicle Regulatory","White","Male",1,2009,19830600,24,10,21,TRUE,3.4
"100756",10702483,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2009,19830600,26,10,21,TRUE,9.9
"100757",10702484,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2009,19830600,19,10,21,TRUE,4.6
"100758",10702489,"Raleigh Police Department","Driving Impaired","Black","Male",1,2009,7219,23,10,23,TRUE,10.8
"100759",10702493,"Raleigh Police Department","Driving Impaired","White","Male",1,2009,19864602,33,10,24,FALSE,9.7
"100760",10702500,"Raleigh Police Department","Driving Impaired","White","Male",1,2009,19735614,32,10,19,FALSE,8.7
"100761",10702501,"Raleigh Police Department","Driving Impaired","White","Male",1,2009,19834458,37,10,19,FALSE,9.5
"100762",10702504,"Raleigh Police Department","Vehicle Regulatory","Black","Female",1,2009,19730613,23,10,20,TRUE,6.1
"100763",10702512,"Raleigh Police Department","Vehicle Equipment","Black","Female",1,2009,2916,35,10,7,TRUE,4.3
"100764",10702515,"Raleigh Police Department","Vehicle Regulatory","Black","Male",1,2009,2916,40,10,8,TRUE,19.5
"100765",10702516,"Raleigh Police Department","Driving Impaired","Black","Male",1,2009,19706367,55,10,8,FALSE,15.9
"100766",10702517,"Raleigh Police Department","Vehicle Equipment","White","Female",1,2009,19830600,34,10,15,TRUE,14.1
"100767",10702520,"Raleigh Police Department","Driving Impaired","White","Male",1,2009,19778104,39,10,15,TRUE,7.6
"100768",10702521,"Raleigh Police Department","Driving Impaired","Black","Male",1,2009,19742931,26,10,15,TRUE,21.2
"100769",10702525,"Raleigh Police Department","Vehicle Equipment","Black","Female",1,2009,2916,25,10,16,TRUE,15.5
"100770",10702526,"Raleigh Police Department","Driving Impaired","White","Male",1,2009,19778104,26,10,17,TRUE,17.3
"100771",10702527,"Raleigh Police Department","Safe Movement","White","Male",1,2009,19742931,47,10,17,TRUE,13.5
"100772",10702528,"Raleigh Police Department","Vehicle Equipment","Black","Male",1,2009,2916,20,10,17,TRUE,21.3
"100773",10702540,"Raleigh Police Department","Vehicle Regulatory","White","Male",1,2009,19811767,19,10,12,FALSE,6.4
"100774",10702542,"Raleigh Police Department","Vehicle Equipment","Black","Male",1,2009,2916,45,10,13,TRUE,18.9
"100775",10702549,"Raleigh Police Department","Vehicle Equipment","Black","Male",1,2009,19730613,28,10,9,TRUE,16.8
"100776",10702551,"Raleigh Police Department","Vehicle Equipment","Black","Male",1,2009,19685401,47,10,9,FALSE,23
"100777",10702554,"Raleigh Police Department","Driving Impaired","White","Male",1,2009,19778104,25,10,10,TRUE,3.5
"100778",10702559,"Raleigh Police Department","Vehicle Regulatory","White","Male",1,2009,19872955,35,10,11,FALSE,2.1
"100779",10702562,"Raleigh Police Department","Driving Impaired","White","Female",1,2009,19735614,23,10,11,FALSE,12.9
